TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
GPOR,1302.106,0.886,0.368,0.864,0.705,2.175,10.0,1311,Crude petroleum and natural gas
FCBC,96.419,5.96,0.02,0.29,0.029,0.111,40.0,6020,
FCBC,,5.96,0.02,0.29,0.029,0.111,40.0,6020,
KURA,-167.755,0.085,-0.093,,-0.342,-0.337,35.0,2836,"Biological products, except diagnostic"
CTMX,-4.309,-4.0,-0.52,-0.389,-0.137,-1.031,35.0,2836,"Biological products, except diagnostic"
RGNX,-246.68,0.655,-0.851,-2.622,-0.32,-0.534,35.0,2836,"Biological products, except diagnostic"
PEN,119.023,0.351,2.633,0.041,0.064,0.04,35.0,3841,Surgical and medical instruments
AVTX,-23.286,-14.019,-0.644,-14.757,-0.736,,35.0,2834,Pharmaceutical preparations
ANAB,-156.42,2.001,-2.217,-9.881,-0.257,-0.672,35.0,2836,"Biological products, except diagnostic"
SMBK,70.176,9.722,0.962,0.154,0.016,0.082,40.0,6020,
SMBK,,9.722,0.962,0.154,0.016,0.082,40.0,6020,
STEL,278.412,6.471,1.537,0.176,0.025,0.085,40.0,6020,
STEL,,6.471,1.537,0.176,0.025,0.085,40.0,6020,
LDI,79.012,13.546,-120.07,-0.155,-0.006,-0.347,40.0,6162,Mortgage bankers and correspondents
LAUR,411.513,1.357,1.653,0.074,0.18,0.11,25.0,8200,
DLTH,23.326,1.283,8.645,-0.014,0.046,-0.039,25.0,5961,Catalog and mail-order houses
VYGR,126.455,0.698,0.467,0.33,0.191,0.377,35.0,2836,"Biological products, except diagnostic"
EQBK,61.307,11.07,3.107,0.178,0.023,0.116,40.0,6020,
EQBK,,11.07,3.107,0.178,0.023,0.116,40.0,6020,
AXSM,-171.073,1.512,-0.866,-0.903,-0.423,-1.228,35.0,2836,"Biological products, except diagnostic"
ARTL,-9.93,0.05,-0.005,,-0.52,-0.508,35.0,2834,Pharmaceutical preparations
APLS,-510.237,1.995,-0.19,-2.221,-0.663,-1.963,35.0,2834,Pharmaceutical preparations
RRR,723.2,40.94,4.397,0.125,0.208,3.366,25.0,7990,
ABAT,-35.837,0.197,-0.254,,-0.433,-0.502,15.0,1000,
SQ,443.356,0.797,19.624,-0.014,0.009,-0.016,40.0,7374,Data processing and preparation
AC,-16.587,0.03,-0.269,2.384,-0.015,0.039,40.0,6200,
DTSS,-11.631,-9.014,-0.263,-0.705,-2.702,-7.228,45.0,7372,Prepackaged software
TEAM,-38.339,5.041,-7.496,-0.136,-0.046,-0.873,45.0,7370,
XGN,-20.669,1.109,-1.257,-0.629,-0.291,-0.779,35.0,2835,Diagnostic substances
RMR,63.739,0.661,0.397,0.062,0.135,0.256,60.0,8741,Management services
FRHC,968.9,6.54,2.854,0.232,0.136,0.388,40.0,6211,Security brokers and dealers
BBLG,-9.429,0.531,0.0,,-1.36,-1.383,35.0,2836,"Biological products, except diagnostic"
FTV,1653.5,0.593,1.902,0.138,0.101,0.085,20.0,3829,"Measuring and controlling devices, nec"
BLBX,-5.254,0.41,-0.068,-1.518,-0.907,-1.397,45.0,7370,
SENS,-74.326,1.03,-0.683,-1.588,-0.456,-0.541,35.0,3845,Electromedical equipment
AGR,2114.0,1.091,5.61,0.065,0.045,0.025,55.0,4911,Electric services
OCX,-21.178,1.025,-0.148,-14.272,-0.206,-0.433,35.0,2836,"Biological products, except diagnostic"
SCWX,-62.928,0.47,-0.184,-0.3,-0.107,-0.216,45.0,7372,Prepackaged software
NTNX,82.539,-4.377,-72.066,-0.088,-0.008,,45.0,7370,
HRI,1418.0,4.742,2.918,0.109,0.227,0.203,20.0,7350,
CLSD,-24.777,-38.564,-1.284,-16.877,-0.627,-3.515,35.0,2834,Pharmaceutical preparations
CRVO,-7.813,0.14,0.0,-0.835,-0.461,-0.208,35.0,2836,"Biological products, except diagnostic"
PECO,,0.97,13.273,0.095,0.03,0.026,60.0,6798,Real estate investment trusts
PECO,,0.97,13.273,0.095,0.03,0.026,60.0,6798,Real estate investment trusts
TCMD,27.055,0.773,2.923,0.092,0.091,0.181,35.0,3845,Electromedical equipment
PR,2235.885,0.915,1.136,0.11,0.223,0.097,10.0,1311,Crude petroleum and natural gas
MBRX,-29.504,0.126,-0.016,,-0.5,-0.535,35.0,2836,"Biological products, except diagnostic"
EDIT,-163.117,0.408,-0.189,-7.927,-0.395,-0.523,35.0,2836,"Biological products, except diagnostic"
BTCY,-8.822,-1.31,-1.672,-1.466,-1.724,,35.0,3845,Electromedical equipment
CRVS,-23.256,0.19,-0.093,,-0.35,-0.551,35.0,2836,"Biological products, except diagnostic"
SRTS,-0.107,0.15,-0.619,-0.036,-0.028,-0.019,35.0,3845,Electromedical equipment
PTIX,-4.499,0.225,-0.096,,-0.514,-0.601,35.0,2836,"Biological products, except diagnostic"
MCBS,85.501,8.473,4.033,0.25,0.026,0.142,40.0,6020,
MCBS,,8.473,4.033,0.25,0.026,0.142,40.0,6020,
NGVT,400.4,2.887,3.748,0.075,0.156,0.159,15.0,2860,
NTLA,-496.015,0.205,-0.261,-8.933,-0.357,-0.425,35.0,2836,"Biological products, except diagnostic"
BATRK,25.104,3.62,23.213,-0.251,0.017,-0.493,50.0,7900,
FWONK,666.0,0.614,5.246,0.182,0.05,0.073,50.0,7948,"Racing, including track operation"
EGY,281.01,0.836,0.39,0.085,0.316,0.075,10.0,1311,Crude petroleum and natural gas
FG,40.0,25.189,1.675,0.019,0.002,0.031,40.0,6311,Life insurance
FG,,25.189,1.675,0.019,0.002,0.031,40.0,6311,Life insurance
BFST,133.415,9.583,5.398,0.198,0.022,0.146,40.0,6020,
BFST,,9.583,5.398,0.198,0.022,0.146,40.0,6020,
BALY,455.11,6.115,10.18,-0.164,0.071,-0.34,25.0,7990,
ZOM,-19.879,0.055,-0.083,-0.622,-0.071,-0.056,35.0,3845,Electromedical equipment
SEAT,100.218,-2.586,2.622,0.088,0.088,,50.0,7990,
PLSE,-42.324,1.896,-1.102,-83.579,-0.496,-1.184,35.0,3845,Electromedical equipment
ZDGE,2.607,0.216,0.72,-0.222,0.061,-0.143,50.0,7372,Prepackaged software
APVO,-28.311,0.734,-0.246,2.252,-0.911,-0.962,35.0,2836,"Biological products, except diagnostic"
UAVS,-13.583,0.276,-0.523,-4.226,-0.22,-1.203,20.0,3721,Aircraft
BPRN,,6.664,0.813,0.283,0.025,0.125,40.0,6020,
BPRN,38.91,6.664,0.813,0.283,0.025,0.125,40.0,6020,
TWLO,-68.059,0.191,-5.381,-0.214,-0.018,-0.085,45.0,7370,
VVV,419.6,13.222,5.623,0.138,0.117,0.781,25.0,5500,
JELD,308.451,3.405,5.224,0.018,0.095,0.112,20.0,2430,
PI,-26.201,11.913,-19.253,-0.09,-0.043,-1.34,45.0,3674,Semiconductors and related devices
SYRS,-124.247,1.263,-0.474,-11.933,-0.58,-0.961,35.0,2836,"Biological products, except diagnostic"
HGV,930.0,2.824,4.251,0.082,0.111,0.115,25.0,6532,
PK,,1.294,25.005,-0.02,0.02,-0.013,60.0,6798,Real estate investment trusts
PK,,1.294,25.005,-0.02,0.02,-0.013,60.0,6798,Real estate investment trusts
KIDS,-8.381,0.143,-0.083,-0.156,-0.024,-0.058,35.0,3842,Surgical appliances and supplies
TPIC,-99.681,2.258,-5.203,-0.105,-0.061,-2.183,20.0,3510,
GOLF,336.727,1.326,1.843,0.093,0.163,0.227,25.0,3949,"Sporting and athletic goods, nec"
SMPL,249.706,0.335,1.415,0.107,0.11,0.083,30.0,2060,
HONE,70.45,8.285,7.359,0.119,0.015,0.054,40.0,6036,"Savings institutions, except federal"
HONE,,8.285,7.359,0.119,0.015,0.054,40.0,6036,"Savings institutions, except federal"
AA,489.0,1.66,4.849,-0.084,0.027,-0.178,15.0,3334,Primary aluminum
BVS,68.885,3.312,6.228,-0.244,0.061,-0.364,35.0,3845,Electromedical equipment
KNSL,397.592,2.711,0.966,0.244,0.121,0.356,40.0,6331,"Fire, marine, and casualty insurance"
KNSL,,2.711,0.966,0.244,0.121,0.356,40.0,6331,"Fire, marine, and casualty insurance"
YETI,276.492,0.884,0.595,0.039,0.257,0.115,25.0,3949,"Sporting and athletic goods, nec"
FHB,509.84,9.623,0.86,0.249,0.021,0.117,40.0,6020,
FHB,,9.623,0.86,0.249,0.021,0.117,40.0,6020,
PTGX,-92.675,0.107,-0.018,-4.793,-0.558,-0.58,35.0,2836,"Biological products, except diagnostic"
AIRG,-8.158,0.329,-0.353,-0.154,-0.113,-0.258,45.0,3663,Radio and t.v. communications equipment
MDGL,-379.969,1.61,-0.252,,-1.204,-3.009,35.0,2834,Pharmaceutical preparations
ATOM,-19.454,0.291,-0.235,-3896.4,-0.711,-0.942,45.0,3674,Semiconductors and related devices
RCKY,48.295,1.553,4.826,0.022,0.085,0.046,25.0,3140,
SGA,16.663,0.297,,0.099,0.079,0.054,50.0,4832,Radio broadcasting stations
WOLF,-191.0,2.886,-59.595,-0.489,-0.012,-0.226,45.0,3674,Semiconductors and related devices
DFIN,185.5,1.417,1.332,0.105,0.212,0.241,40.0,7370,
AORT,40.075,1.746,10.366,-0.072,0.045,-0.082,35.0,3842,Surgical appliances and supplies
UEIC,1.174,0.965,20.58,-0.22,0.011,-0.41,25.0,3651,Household audio and video equipment
AMR,1032.889,0.536,0.012,0.23,0.439,0.511,15.0,1220,
FBK,243.632,8.409,1.546,0.178,0.02,0.096,40.0,6020,
FBK,,8.409,1.546,0.178,0.02,0.096,40.0,6020,
EVBG,35.167,2.688,15.39,-0.026,0.027,-0.041,45.0,7370,
TTD,276.48,1.082,1.09,0.083,0.056,0.076,50.0,7370,
UBCP,18.007,13.144,5.457,0.226,0.022,0.154,40.0,6020,
UBCP,,13.144,5.457,0.226,0.022,0.154,40.0,6020,
ELF,183.188,0.433,0.528,0.159,0.265,0.294,30.0,2844,Toilet preparations
HUM,5495.0,2.197,2.048,0.029,0.111,0.186,35.0,6324,Hospital and medical service plans
HUM,,2.197,2.048,0.029,0.111,0.186,35.0,6324,Hospital and medical service plans
INTU,4642.0,0.66,1.682,0.175,0.15,0.152,45.0,7372,Prepackaged software
SCVL,120.111,0.843,2.707,0.067,0.131,0.146,25.0,5661,Shoe stores
TENX,-8.226,0.108,-0.062,,-0.795,-0.854,35.0,2836,"Biological products, except diagnostic"
CSTR,63.763,8.13,1.136,0.191,0.021,0.096,40.0,6020,
CSTR,,8.13,1.136,0.191,0.021,0.096,40.0,6020,
ALG,245.94,0.681,1.446,0.081,0.177,0.163,20.0,3523,Farm machinery and equipment
MCHP,3439.7,1.463,1.445,0.281,0.27,0.388,45.0,3674,Semiconductors and related devices
BOC,11.014,0.291,7.76,0.003,0.017,0.001,50.0,7310,
AEMD,-11.415,0.199,-0.102,-20.265,-0.6,-0.712,35.0,3841,Surgical and medical instruments
FLGT,-49.152,0.082,-0.621,-0.222,-0.036,-0.05,35.0,8071,Medical laboratories
BANF,381.393,8.265,0.361,0.283,0.032,0.173,40.0,6020,
BANF,,8.265,0.361,0.283,0.032,0.173,40.0,6020,
ASIX,140.078,0.946,1.282,0.06,0.132,0.103,15.0,2820,
DZSI,-88.482,1.78,-1.939,-0.132,-0.078,-0.406,45.0,3661,Telephone and telegraph apparatus
MRAM,7.09,0.297,1.149,0.123,0.11,0.19,45.0,3674,Semiconductors and related devices
POLA,-5.603,0.63,-1.552,-0.262,-0.148,-0.265,20.0,3621,Motors and generators
ATXG,-1.017,0.698,-14.126,-0.039,-0.023,-0.01,20.0,4210,
FOSL,-75.109,2.204,-6.839,-0.093,-0.053,-0.366,25.0,3873,"Watches, clocks, watchcases, and parts"
SANM,468.139,1.178,0.726,0.035,0.119,0.155,45.0,3672,Printed circuit boards
TCBK,236.513,8.192,2.176,0.262,0.025,0.121,40.0,6020,
TCBK,,8.192,2.176,0.262,0.025,0.121,40.0,6020,
ATR,698.096,1.002,1.859,0.082,0.158,0.136,15.0,3089,"Plastics products, nec"
ORLY,3595.437,-9.632,1.973,0.149,0.28,,25.0,5531,Auto and home supply stores
HWM,1494.0,1.72,2.859,0.1,0.141,0.18,20.0,3728,"Aircraft parts and equipment, nec"
AVNT,501.6,1.578,4.531,0.01,0.08,0.012,15.0,2810,
JBL,2133.0,5.777,1.403,0.024,0.129,0.287,45.0,3672,Printed circuit boards
ANIK,1.768,0.214,-11.35,-0.15,-0.008,-0.086,35.0,2836,"Biological products, except diagnostic"
RGA,1277.0,11.661,6.779,0.058,0.017,0.15,40.0,6311,Life insurance
RGA,,11.661,6.779,0.058,0.017,0.15,40.0,6311,Life insurance
GABC,150.433,9.506,1.507,0.288,0.025,0.157,40.0,6020,
GABC,,9.506,1.507,0.288,0.025,0.157,40.0,6020,
TWI,189.727,2.078,2.13,0.064,0.162,0.312,20.0,3523,Farm machinery and equipment
CDW,2056.7,6.848,2.893,0.05,0.158,0.635,45.0,5045,"Computers, peripherals, and software"
FTK,-3.28,1.482,-3.743,0.018,-0.081,0.08,15.0,2810,
ALL,973.0,5.144,-10.555,-0.035,-0.02,-0.13,40.0,6331,"Fire, marine, and casualty insurance"
ALL,,5.144,-10.555,-0.035,-0.02,-0.13,40.0,6331,"Fire, marine, and casualty insurance"
SNES,-7.478,0.334,-0.04,-6.799,-1.511,-2.217,35.0,2870,
IRTC,-81.869,0.921,-1.736,-0.222,-0.173,-0.454,35.0,3845,Electromedical equipment
LINK,0.423,0.178,1.765,0.123,0.008,0.11,45.0,3679,"Electronic components, nec"
OFIX,-5.289,0.41,-3.504,-0.204,-0.033,-0.276,35.0,3841,Surgical and medical instruments
PZZA,211.325,-2.969,4.629,0.038,0.241,,25.0,5812,Eating places
THRM,158.227,0.855,1.667,0.012,0.12,0.027,25.0,3714,Motor vehicle parts and accessories
BBSI,67.76,2.84,0.322,0.045,0.094,0.272,20.0,7363,Help supply services
BL,46.94,11.498,56.203,0.073,0.013,0.333,45.0,7370,
YUMC,1546.0,0.703,1.582,0.074,0.126,0.113,25.0,5812,Eating places
GRWG,-17.578,0.36,-2.109,-0.148,-0.075,-0.158,25.0,5200,
PALT,-1.249,0.196,-0.086,-0.115,-0.06,-0.059,50.0,7370,
BCO,763.7,11.851,4.866,0.029,0.122,0.293,20.0,7381,Detective and armored car services
PFC,160.445,8.347,3.393,0.286,0.02,0.129,40.0,6020,
PFC,,8.347,3.393,0.286,0.02,0.129,40.0,6020,
TLF,5.609,0.313,2.601,0.029,0.06,0.044,25.0,5990,
MCRI,156.41,0.352,0.258,0.176,0.233,0.166,25.0,7990,
INOD,6.014,1.579,1.807,-0.056,0.054,-0.239,20.0,8700,
CNDT,352.0,2.454,4.38,-0.169,0.097,-0.585,20.0,7374,Data processing and preparation
BWA,1834.0,1.306,3.188,0.05,0.08,0.099,25.0,3714,Motor vehicle parts and accessories
FLL,29.937,6.182,19.559,-0.089,0.04,-0.202,25.0,7990,
SPTN,208.767,2.016,4.284,0.004,0.083,0.051,30.0,5141,"Groceries, general line"
WINA,54.053,-1.895,1.389,0.482,1.449,,25.0,6794,Patent owners and lessors
PFGC,1406.8,2.398,3.697,0.008,0.107,0.106,30.0,5140,
LW,1436.6,4.406,2.485,0.172,0.256,1.007,30.0,2030,
ARWR,-582.485,1.763,-0.598,-0.853,-0.264,-0.613,35.0,2836,"Biological products, except diagnostic"
FTEK,-2.316,0.131,-0.188,-0.05,-0.034,-0.031,20.0,3559,"Special industry machinery, nec"
CASH,471.485,10.566,0.181,0.232,0.059,0.252,40.0,6020,
CASH,,10.566,0.181,0.232,0.059,0.252,40.0,6020,
KDP,3749.0,1.053,3.814,0.132,0.071,0.063,30.0,2080,
MAR,4299.0,-566.15,2.651,0.124,0.182,3.275,25.0,7011,Hotels and motels
BDC,436.237,1.695,2.715,0.101,0.15,0.22,45.0,3670,
QCRH,175.501,9.155,3.437,0.223,0.022,0.142,40.0,6020,
QCRH,,9.155,3.437,0.223,0.022,0.142,40.0,6020,
BYD,1262.941,2.731,2.943,0.189,0.207,0.359,25.0,7011,Hotels and motels
CKPT,-52.148,-1.354,0.0,-314.27,-4.772,,35.0,2836,"Biological products, except diagnostic"
DECK,993.265,0.551,0.294,0.157,0.305,0.358,25.0,3021,Rubber and plastics footwear
COST,11522.0,1.753,1.034,0.026,0.153,0.267,30.0,5399,Miscellaneous general merchandise
RVSB,17.252,9.361,5.32,0.196,0.017,0.089,40.0,6020,
RVSB,,9.361,5.32,0.196,0.017,0.089,40.0,6020,
AREN,-14.421,-5.204,-5.321,-0.262,-0.114,,50.0,7370,
PTN,-29.94,3.096,-0.03,-4.134,-1.184,-2.917,35.0,2836,"Biological products, except diagnostic"
FFIN,326.955,8.833,1.93,0.341,0.026,0.165,40.0,6020,
FFIN,,8.833,1.93,0.341,0.026,0.165,40.0,6020,
PTEN,1164.333,0.692,0.974,0.085,0.322,0.166,10.0,1381,Drilling oil and gas wells
INCY,737.958,0.31,0.069,0.118,0.107,0.096,35.0,2836,"Biological products, except diagnostic"
ROCK,196.36,0.456,0.62,0.069,0.151,0.107,20.0,3310,
ITRI,229.43,1.037,2.761,0.036,0.077,0.064,45.0,3824,Fluid meters and counting devices
URBN,476.62,1.031,2.439,0.054,0.119,0.148,25.0,5651,Family clothing stores
CNTY,106.72,5.975,7.349,-0.042,0.112,-0.146,25.0,7990,
CARS,163.851,1.437,2.897,0.178,0.154,0.296,50.0,7370,
UFPI,784.195,0.374,0.47,0.071,0.222,0.203,20.0,2421,"Sawmills and planing mills, general"
FWRD,203.105,0.76,1.424,0.063,0.178,0.147,20.0,4210,
VIAV,104.3,1.704,6.354,0.003,0.067,0.004,45.0,3576,
KALV,-139.629,0.144,-0.069,,-0.658,-0.64,35.0,2836,"Biological products, except diagnostic"
PRTH,158.149,11.204,3.997,-0.003,0.107,,40.0,7374,Data processing and preparation
MBOT,-10.03,0.226,-0.033,,-1.263,-1.56,35.0,3845,Electromedical equipment
SHOO,244.012,0.497,0.534,0.087,0.189,0.201,25.0,3140,
EMN,1578.0,1.799,3.625,0.062,0.102,0.099,15.0,2800,
NDRA,-10.396,0.375,-0.055,,-1.305,-1.649,35.0,3845,Electromedical equipment
UFPT,72.743,0.541,0.959,0.107,0.182,0.171,35.0,3842,Surgical appliances and supplies
LNG,16679.0,24.455,1.312,0.505,0.502,0.3,10.0,1311,Crude petroleum and natural gas
AFBI,14.951,6.325,1.737,0.154,0.018,0.057,40.0,6020,
AFBI,,6.325,1.737,0.154,0.018,0.057,40.0,6020,
MED,143.957,0.812,0.131,0.098,0.573,0.724,30.0,2090,
NODK,3.778,1.662,-0.132,-0.031,-0.022,-0.045,40.0,6331,"Fire, marine, and casualty insurance"
NODK,,1.662,-0.132,-0.031,-0.022,-0.045,40.0,6331,"Fire, marine, and casualty insurance"
ICCH,6.291,2.256,-7500.0,0.055,0.033,0.073,40.0,6331,"Fire, marine, and casualty insurance"
HAIN,134.129,1.233,6.947,-0.075,0.058,-0.119,30.0,2000,
STCN,13.004,0.664,4.429,0.084,0.043,-0.055,20.0,7389,"Business services, nec"
INSE,80.6,-6.944,3.243,0.057,0.294,,25.0,7812,Motion picture and video production
METC,150.9,0.905,1.115,0.106,0.208,0.188,15.0,1220,
WTTR,235.332,0.464,0.44,0.034,0.185,0.074,10.0,1389,"Oil and gas field services, nec"
SGMA,13.405,2.852,3.841,0.031,0.097,0.165,45.0,3672,Printed circuit boards
DAKT,104.855,1.354,0.326,0.056,0.237,0.24,45.0,3990,
MLM,2087.1,1.03,2.681,0.165,0.132,0.136,15.0,1400,
TSCO,1871.961,3.362,2.488,0.076,0.22,0.552,25.0,5200,
ALB,864.977,0.897,1.387,0.336,0.155,0.375,15.0,2810,
BZH,157.893,1.186,5.263,0.072,0.081,0.155,25.0,1531,Operative builders
BCRX,-97.126,-2.485,-7.496,-0.744,-0.197,,35.0,2836,"Biological products, except diagnostic"
FMNB,97.686,13.25,2.61,0.208,0.021,0.15,40.0,6020,
FMNB,,13.25,2.61,0.208,0.021,0.15,40.0,6020,
ZEUS,109.829,0.844,2.492,0.019,0.101,0.077,15.0,5051,Metals service centers and offices
NNBR,22.659,1.298,9.34,-0.084,0.041,-0.227,20.0,3562,Ball and roller bearings
CPRT,1762.984,0.135,0.065,0.331,0.282,0.241,20.0,5010,
SCSC,125.315,1.268,2.158,0.021,0.075,0.091,45.0,5045,"Computers, peripherals, and software"
LPTX,-57.444,0.144,-0.009,,-0.638,-1.343,35.0,2836,"Biological products, except diagnostic"
MPAA,61.397,2.248,4.878,-0.001,0.057,-0.003,25.0,3690,
LARK,27.927,12.421,3.309,0.144,0.02,0.096,40.0,6020,
LARK,,12.421,3.309,0.144,0.02,0.096,40.0,6020,
FMBH,142.237,9.39,6.089,0.202,0.02,0.112,40.0,6020,
FMBH,,9.39,6.089,0.202,0.02,0.112,40.0,6020,
EXP,775.358,1.317,1.469,0.222,0.274,0.343,15.0,3270,
SMBC,93.069,8.903,1.388,0.19,0.022,0.111,40.0,6036,"Savings institutions, except federal"
SMBC,,8.903,1.388,0.19,0.022,0.111,40.0,6036,"Savings institutions, except federal"
AEO,614.943,1.074,2.327,0.043,0.161,0.137,25.0,5600,
HLNE,254.004,1.345,1.295,0.231,0.186,0.278,40.0,6282,Investment advice
HLNE,,1.345,1.295,0.231,0.186,0.278,40.0,6282,Investment advice
SNAP,-1189.088,2.082,-3.414,-0.3,-0.153,-0.516,50.0,7370,
IR,1701.1,0.592,1.723,0.113,0.11,0.077,20.0,3560,
NKTR,-128.225,1.292,-1.957,-3.327,-0.214,-0.965,35.0,2834,Pharmaceutical preparations
PUMP,387.244,0.419,0.137,0.071,0.308,0.114,10.0,1389,"Oil and gas field services, nec"
SYPR,4.228,4.72,2.821,-0.003,0.047,-0.019,25.0,3714,Motor vehicle parts and accessories
ABCB,563.17,6.846,3.368,0.196,0.022,0.089,40.0,6020,
ABCB,,6.846,3.368,0.196,0.022,0.089,40.0,6020,
TELL,-49.576,1.098,-27.56,-0.531,-0.015,-0.19,10.0,1311,Crude petroleum and natural gas
PENN,797.0,3.38,9.227,-0.017,0.075,-0.028,25.0,7990,
SSD,554.212,0.722,1.126,0.163,0.218,0.245,20.0,3420,
REKR,-33.737,0.872,-0.711,-1.372,-0.39,-0.838,45.0,7370,
LBRT,1177.152,0.733,0.32,0.126,0.453,0.4,10.0,1389,"Oil and gas field services, nec"
VRDN,-222.928,0.117,-0.047,-624.38,-0.549,-0.946,35.0,2836,"Biological products, except diagnostic"
HCC,681.588,0.344,0.434,0.271,0.32,0.291,15.0,1220,
HMNF,16.586,10.037,0.4,0.14,0.017,0.072,40.0,6035,Federal savings institutions
HMNF,,10.037,0.4,0.14,0.017,0.072,40.0,6035,Federal savings institutions
JILL,109.162,31.095,3.034,0.054,0.239,-1.072,25.0,5621,Women's clothing stores
GBX,427.0,2.003,5.386,0.016,0.08,0.046,20.0,3743,Railroad equipment
XPL,-4.09,0.02,-0.018,,-0.161,-0.158,15.0,1000,
MATW,176.59,2.591,4.129,0.021,0.111,0.067,20.0,3990,
MLR,92.01,0.813,0.644,0.047,0.155,0.166,20.0,3713,Truck and bus bodies
ADTN,-18.853,0.791,-13.688,-0.079,-0.008,-0.111,45.0,3661,Telephone and telegraph apparatus
AMED,227.181,0.847,2.161,0.001,0.117,0.002,35.0,8082,Home health care services
EFOI,-3.938,2.793,-0.714,-1.443,-0.534,-2.277,20.0,3640,
YEXT,9.604,2.499,51.785,-0.03,0.005,-0.09,45.0,7370,
PNBK,6.068,21.779,38.382,-0.053,0.005,-0.062,40.0,6020,
PNBK,,21.779,38.382,-0.053,0.005,-0.062,40.0,6020,
DAR,1102.486,1.502,4.177,0.104,0.107,0.162,30.0,2070,
AYX,-86.0,15.278,-7.002,-0.316,-0.105,-2.293,45.0,7370,
SIRI,2606.0,-4.191,3.725,0.142,0.262,,50.0,4832,Radio broadcasting stations
WVVI,2.22,0.416,7.941,-0.021,0.025,-0.024,30.0,2084,"Wines, brandy, and brandy spirits"
RS,1984.9,0.391,0.706,0.094,0.205,0.184,15.0,5051,Metals service centers and offices
OKTA,-359.0,0.594,-5.17,-0.214,-0.051,-0.084,45.0,7370,
CARV,9.061,15.749,12.103,-0.167,0.007,-0.282,40.0,6035,Federal savings institutions
CARV,,15.749,12.103,-0.167,0.007,-0.282,40.0,6035,Federal savings institutions
KNX,1029.738,0.638,2.066,0.054,0.107,0.048,20.0,4213,"Trucking, except local"
AZPN,405.416,0.113,0.527,-0.126,0.021,-0.009,45.0,7372,Prepackaged software
CVLG,121.316,1.184,1.701,0.047,0.156,0.113,20.0,4213,"Trucking, except local"
HDSN,83.954,0.437,0.428,0.183,0.301,0.283,20.0,5070,
NWBI,300.29,8.47,2.934,0.211,0.022,0.094,40.0,6036,"Savings institutions, except federal"
NWBI,,8.47,2.934,0.211,0.022,0.094,40.0,6036,"Savings institutions, except federal"
COF,10563.0,7.661,4.335,0.114,0.021,0.112,40.0,6141,Personal credit institutions
COF,,7.661,4.335,0.114,0.021,0.112,40.0,6141,Personal credit institutions
EEX,88.3,1.523,5.251,0.086,0.071,,50.0,7389,"Business services, nec"
CVNA,304.0,-23.568,-194.99,-0.022,-0.005,-0.877,25.0,5500,
NCSM,0.53,0.842,4.171,-0.277,0.024,-0.54,10.0,3533,Oil and gas field machinery
ZYME,-127.259,0.309,0.127,0.445,0.399,0.512,35.0,2836,"Biological products, except diagnostic"
VERI,-53.133,6.577,-3.1,-0.482,-0.113,-1.056,45.0,7370,
CPHC,8.313,0.279,0.005,0.165,0.094,0.126,25.0,7990,
FPH,42.249,1.572,-23.489,0.336,0.004,0.058,60.0,6552,"Subdividers and developers, nec"
AM,757.538,1.661,4.45,0.346,0.13,0.152,10.0,4922,Natural gas transmission
OVID,-58.713,0.204,-0.312,-163.37,-0.351,-0.384,35.0,2836,"Biological products, except diagnostic"
USAP,31.056,0.625,3.86,-0.005,0.071,-0.006,15.0,3312,Blast furnaces and steel mills
SVRA,-59.93,0.297,-0.495,,-0.396,-0.477,35.0,2834,Pharmaceutical preparations
MIND,1.696,0.476,-4.991,-0.06,-0.019,,10.0,3829,"Measuring and controlling devices, nec"
APPN,-98.5,4.96,-2.11,-0.258,-0.209,-1.053,45.0,7370,
ALT,-83.033,0.108,-0.013,-281.24,-0.426,-0.432,35.0,2836,"Biological products, except diagnostic"
MGY,863.314,0.495,0.448,0.416,0.356,0.343,10.0,1311,Crude petroleum and natural gas
GNTY,59.33,10.065,5.35,0.185,0.019,0.109,40.0,6020,
GNTY,,10.065,5.35,0.185,0.019,0.109,40.0,6020,
GTHX,-39.014,1.944,-1.407,-0.908,-0.358,-1.302,35.0,2836,"Biological products, except diagnostic"
ELDN,-43.0,0.079,-0.014,,-0.396,-0.875,35.0,2836,"Biological products, except diagnostic"
MOTS,-9.939,-33.35,-0.911,-37.758,-0.778,-7.352,35.0,3845,Electromedical equipment
HAFC,145.427,10.213,2.705,0.234,0.021,0.14,40.0,6020,
HAFC,,10.213,2.705,0.234,0.021,0.14,40.0,6020,
SMHI,67.93,1.151,6.241,-0.109,0.065,-0.069,10.0,4412,Deep sea foreign transportation of freight
AGS,135.776,10.926,4.342,0.008,0.192,0.053,25.0,3990,
PRPH,-15.336,0.529,-1.412,-0.167,-0.107,-0.167,35.0,2834,Pharmaceutical preparations
NSIT,495.758,2.23,2.078,0.028,0.091,0.164,45.0,5045,"Computers, peripherals, and software"
SSTI,4.594,0.938,1.071,-0.084,0.039,-0.123,45.0,7370,
UPBD,1603.96,3.431,1.051,0.002,0.587,0.014,25.0,7350,
